strength,ccs_value,gs_value,prompt_length,negative_prompt_length,error_correction_level,qr_version,image_resolution,num_iterations,seed_value,is_scannable,generated_date,sample_id
0.8980305489499869,1.5907442146102078,7.115896992384457,4,9,Q,10,1024,69,4133,0,2025-10-08,1518
0.24348229657629927,1.9711417615832774,15.63985779163951,5,19,L,31,256,25,5351,1,2025-10-08,1519
0.9270345447963066,0.7335388966338994,17.818477534118607,7,14,Q,37,1024,49,2215,0,2025-10-08,1520
0.06026739028956085,0.8384968745780825,15.287817386022379,6,11,L,5,768,93,3356,0,2025-10-08,1521
0.9344360268055143,0.817697224822254,5.268177260522271,13,7,Q,13,512,75,102,0,2025-10-08,1522
0.3516226872396344,1.688809651432005,8.243493415864869,4,13,L,24,1024,58,8336,0,2025-10-08,1523
0.10142082844921652,0.7803609446751772,6.042199773252978,13,14,L,27,512,33,8946,0,2025-10-08,1524
0.48587175918632564,0.5999897447349591,13.555791493643401,4,7,M,1,256,73,6803,1,2025-10-08,1525
0.25677656772050794,1.9978412098784428,16.347165182606187,10,18,M,20,512,41,4461,0,2025-10-08,1526
0.28487290196192283,0.5372258171677238,6.658687806029891,20,18,H,8,256,76,6296,1,2025-10-08,1527
0.3072899649262866,1.7528660902382984,17.575067308900778,1,10,M,3,512,60,6565,0,2025-10-08,1528
0.8030258978326634,1.048050262325979,13.332634675932248,21,7,L,32,256,29,6462,0,2025-10-08,1529
0.5391612766752545,1.7624231896367228,15.349535182125873,8,5,M,25,256,21,82,0,2025-10-08,1530
0.31130769915600365,1.3319307368167175,19.571027729129693,7,5,M,25,256,86,9503,0,2025-10-08,1531
0.6103337833109184,1.85244684422954,6.25521482371546,5,7,M,14,1024,67,7963,1,2025-10-08,1532
0.7161506742231936,1.88928947962194,18.51836034466684,3,8,L,27,768,61,5990,0,2025-10-08,1533
0.27262400073353377,0.513647271921164,6.8915404398111395,15,18,L,32,512,30,5752,0,2025-10-08,1534
0.4135491015253515,0.6131182639891823,10.894382099550235,27,6,H,27,768,93,6222,0,2025-10-08,1535
0.12188609333694755,0.8755380943562832,17.771580444966716,17,13,M,4,768,31,3668,0,2025-10-08,1536
0.18114934953468032,1.5039731245452526,18.593813551068024,29,19,M,39,768,33,1615,0,2025-10-08,1537
0.6811178539649828,1.832408294767259,12.595575103177179,23,15,L,11,768,49,4246,0,2025-10-08,1538
0.18143834769562694,1.189912926940944,13.911569574131377,13,12,H,3,512,79,2062,0,2025-10-08,1539
0.5251633836670602,1.4104596744113982,15.622210018978357,15,16,H,25,512,96,8971,1,2025-10-08,1540
0.7090462617224327,0.7827497791933418,17.491380026790715,27,17,L,24,768,49,7555,0,2025-10-08,1541
0.10687692309474384,1.707450250822528,6.822667543064993,19,7,M,9,512,57,1058,0,2025-10-08,1542
0.5673122196289035,1.9509921670302046,17.151039623438415,20,11,H,8,512,94,2398,0,2025-10-08,1543
0.25656278370136376,0.9028983993718962,12.219142257674251,14,8,H,39,256,84,2330,0,2025-10-08,1544
0.9629268752375798,1.2422389274008194,11.759351376622535,21,9,M,31,512,66,1759,0,2025-10-08,1545
0.4835456467199247,0.6291741657595606,11.358496279954974,13,8,H,17,1024,58,427,0,2025-10-08,1546
0.8059925497751581,1.3387049846944525,12.63817377869064,12,13,M,31,768,68,5377,1,2025-10-08,1547
0.5502265421562618,1.2541751627700208,19.175758300919053,24,15,H,4,512,92,5029,0,2025-10-08,1548
0.043412532854819164,0.7166547262326164,13.223056591882274,29,11,H,4,768,77,3876,0,2025-10-08,1549
0.6331513755940223,1.1630993196771127,19.29766307394709,23,17,L,37,512,36,2116,0,2025-10-08,1550
0.951403342206657,1.0011569781298448,7.704351959234609,9,8,H,8,768,25,559,0,2025-10-08,1551
0.6016118201463312,1.282746312957784,15.862039682489497,27,17,M,6,1024,34,5441,1,2025-10-08,1552
0.8191888594267902,1.3784815031431987,17.183593079131207,3,12,H,9,512,86,9577,1,2025-10-08,1553
0.8842064633484078,0.5127433679108142,15.186932470022928,11,6,L,8,512,47,2617,0,2025-10-08,1554
0.22807977194893247,1.641508974424333,14.103834203398106,10,11,H,32,1024,92,589,1,2025-10-08,1555
0.21204483990822665,1.5695214377926112,13.472191716292734,1,15,Q,15,512,63,498,1,2025-10-08,1556
0.6109809888509917,1.0494295793097832,17.91395723868044,17,5,M,18,768,37,6347,0,2025-10-08,1557
0.4110284698067047,0.5794039033532274,17.3246989574675,28,12,Q,23,1024,51,7904,0,2025-10-08,1558
0.8398613028667203,1.6323988096775754,6.834330817708993,26,17,L,5,256,88,9721,0,2025-10-08,1559
0.9000231233980112,1.9327627407171986,17.72881485546317,13,18,Q,27,768,63,9830,0,2025-10-08,1560
0.3534213793027181,0.8602273940330213,11.211029291606637,14,16,H,33,512,89,9324,0,2025-10-08,1561
0.23687055897448206,0.9852869206055568,8.805452449937162,1,18,M,2,768,82,7432,0,2025-10-08,1562
0.7805255152438618,0.7757193342227224,18.046528520208888,2,17,Q,38,1024,95,5956,0,2025-10-08,1563
0.2748060355481361,1.3654041850172596,11.480371994506125,2,19,H,28,512,77,4483,1,2025-10-08,1564
0.8226143185136784,0.7322620919711824,17.12547035265225,7,10,Q,24,512,66,8607,0,2025-10-08,1565
0.42373825364876283,1.0342909151920692,8.951054179337667,9,16,H,21,1024,36,4996,1,2025-10-08,1566
0.6675498992914705,1.5455195209013946,5.058939821333267,24,9,H,31,256,58,1591,1,2025-10-08,1567
0.09553531383466818,1.3401739745140226,12.431887893544165,4,13,Q,11,512,78,4407,1,2025-10-08,1568
0.623859324676573,1.0796938464919028,6.503423849643264,2,13,L,28,512,26,3883,0,2025-10-08,1569
0.4517676787372291,1.130374402711313,16.315639332873644,19,7,M,40,512,82,1607,0,2025-10-08,1570
0.5866084631754741,1.3431663239348444,9.141127041041155,26,13,L,4,256,76,3724,0,2025-10-08,1571
0.16801420774486342,0.508797091830742,11.654684699052181,5,17,Q,16,768,94,7555,0,2025-10-08,1572
0.7368737449441821,0.6177648026804148,6.305503476373314,9,19,H,12,256,53,9907,1,2025-10-08,1573
0.8627970775432285,1.8218871016445175,9.29988872670879,24,17,Q,22,768,72,202,0,2025-10-08,1574
0.21673980009077565,0.6168184836369361,16.72235364887858,13,13,H,35,512,85,3854,0,2025-10-08,1575
0.09571455552016173,1.5602053943157577,7.273818678534791,12,6,H,16,768,97,8301,0,2025-10-08,1576
0.023638586046336396,1.880057246163579,14.707393416904361,19,9,L,24,768,67,768,0,2025-10-08,1577
0.641971500443266,0.9060254064525967,18.761387792067517,9,15,L,35,768,79,138,1,2025-10-08,1578
0.6070940360887808,1.0557371555892714,15.197551396365805,10,6,Q,28,768,62,220,0,2025-10-08,1579
0.54669741271407,1.3533821087670743,17.1653253393834,19,5,M,29,512,92,7356,1,2025-10-08,1580
0.23194709611597542,1.822563454457877,6.634574439558737,10,11,L,21,1024,23,9052,1,2025-10-08,1581
0.39090599590551467,1.9128583808906303,8.760977390030817,12,8,H,25,256,97,3927,0,2025-10-08,1582
0.594476335186173,1.6093448721669021,18.418082783608867,14,9,Q,39,768,94,2387,1,2025-10-08,1583
0.4967668588591694,0.629929641282041,15.726584204271338,8,8,Q,31,512,71,2525,1,2025-10-08,1584
0.9877855202148873,1.5037312333022763,14.593307395659668,16,10,M,15,512,51,5054,0,2025-10-08,1585
0.13643975255673313,1.1154555828089932,14.9565010418255,17,15,Q,35,512,70,9637,0,2025-10-08,1586
0.6951445540475938,1.2060514992365925,11.213008314569652,20,6,L,38,512,29,6956,0,2025-10-08,1587
0.4043187681042921,0.5737225855177656,5.668349474264798,4,12,H,22,768,31,1609,0,2025-10-08,1588
0.42819961492561476,0.7865932090195373,16.766623131060935,6,8,Q,5,256,58,5443,1,2025-10-08,1589
0.7175977656581762,1.6857704113004717,15.180698543230308,12,12,Q,13,512,99,198,1,2025-10-08,1590
0.6924361513243696,1.1809382495717897,12.09206696169087,28,7,H,32,256,87,5984,1,2025-10-08,1591
0.9912559937021883,0.9524933624467233,18.496394230523862,18,16,Q,3,256,29,9352,0,2025-10-08,1592
0.12839428945412523,1.0760286109474373,10.042394974776483,7,16,Q,15,256,92,1369,1,2025-10-08,1593
0.10410964938416634,1.7815992699885204,9.41482616346854,5,15,M,27,1024,29,3571,1,2025-10-08,1594
0.7243388171287412,1.6234985261074353,18.09194487619164,10,9,L,27,512,42,488,0,2025-10-08,1595
0.5783869170064091,0.9084730957716242,16.95481482138478,6,16,Q,30,512,96,3540,1,2025-10-08,1596
0.27416066655980587,0.67625276031856,12.72469715972517,27,7,L,6,512,32,9056,0,2025-10-08,1597
0.0794193689889866,0.8779973324661076,6.9610210918677495,14,16,M,25,256,67,2180,0,2025-10-08,1598
0.08565824959643054,1.8811346765821004,8.226072071975787,6,19,L,28,512,63,3328,0,2025-10-08,1599
0.8941908746641183,1.372383256774633,14.8434198561321,14,17,M,22,512,99,3634,1,2025-10-08,1600
0.1918673247187429,1.3002203131171743,10.775618567606175,12,11,L,4,256,83,655,0,2025-10-08,1601
0.32337156211552076,1.3945903995386923,17.547097874989568,27,19,L,15,512,59,5986,0,2025-10-08,1602
0.22665640222698802,1.0490423986197728,19.249325139983064,22,7,Q,26,768,25,9571,1,2025-10-08,1603
0.3549963058319373,1.7106605304792692,17.084553879123774,26,19,L,18,1024,91,235,0,2025-10-08,1604
0.06942384274609337,1.2849293739503747,10.663181344933356,12,16,Q,9,768,62,988,0,2025-10-08,1605
0.5190597909082704,0.6751218541531934,16.83029643847136,8,12,Q,4,768,51,1382,1,2025-10-08,1606
0.0676125635922149,0.6935976872435945,10.271625102060252,10,13,L,5,768,68,9006,0,2025-10-08,1607
0.8003565078223616,1.3052887197539276,7.506501316484508,16,17,Q,6,256,93,9881,1,2025-10-08,1608
0.23371208191043302,1.9048553271062587,5.5008980729878605,20,16,L,12,512,38,5629,0,2025-10-08,1609
0.5400119146045106,0.9625281825142982,10.7857506914153,26,6,H,31,768,71,2486,1,2025-10-08,1610
0.8800790875614583,1.8043117532888275,18.553389555459226,8,7,Q,9,768,71,1665,0,2025-10-08,1611
0.6508773690471942,1.646143379868319,8.584798816335148,9,16,H,7,512,53,3986,1,2025-10-08,1612
0.5329577865513353,0.8717186643603603,8.09769747394676,13,17,H,29,256,78,8186,1,2025-10-08,1613
0.3243337531153756,0.5545111224743637,19.547311778615605,29,11,Q,14,768,24,1823,0,2025-10-08,1614
0.33300191305819793,0.6527708977135741,5.375061692758882,20,9,M,20,512,85,5828,0,2025-10-08,1615
0.6694869551981901,1.5927409007711604,16.786732255906315,17,14,M,32,512,60,5430,1,2025-10-08,1616
0.9941393612211675,0.79950460706097,9.820549336113055,19,11,H,22,1024,53,5336,0,2025-10-08,1617
0.6618391898493786,1.0569063807580907,5.56231935304489,17,6,H,36,768,73,4088,0,2025-10-08,1618
0.5577834173700249,1.2525487490096372,18.767038103143754,7,18,L,18,768,39,610,0,2025-10-08,1619
0.7306505102392461,1.5882022526752442,7.094634953143754,28,18,H,40,1024,73,9527,1,2025-10-08,1620
0.46520561228371815,0.6698468348886881,13.276689255885431,1,8,Q,25,512,85,3868,0,2025-10-08,1621
0.060142342600785215,1.1095496079161922,9.110813111443218,27,5,M,31,512,37,4325,0,2025-10-08,1622
0.5622968158779098,1.227609363714043,5.977892032770366,20,19,M,35,768,63,4435,1,2025-10-08,1623
0.9576252845053802,1.3112405959573095,5.748837284950686,29,9,M,26,768,67,2163,1,2025-10-08,1624
0.17530294235765964,1.727540962092825,6.733350482545082,14,12,Q,4,1024,54,8262,0,2025-10-08,1625
0.6900048908206657,0.7575172925648254,6.070505208340701,17,5,L,20,768,98,1749,0,2025-10-08,1626
0.20093368865905648,1.7117471777399333,16.408371732798845,13,11,Q,34,768,58,4945,0,2025-10-08,1627
0.5358276844730813,1.5393176415449783,12.283493034251437,29,11,Q,12,256,22,5172,1,2025-10-08,1628
0.09667644964671962,1.333806221298439,10.143381370234696,2,11,M,16,1024,38,341,1,2025-10-08,1629
0.45037093625818514,1.5492918056038578,11.275533651980108,27,19,Q,5,512,37,4683,0,2025-10-08,1630
0.7561633288952461,1.1180266084274846,18.93420103358935,14,5,H,35,768,24,3831,0,2025-10-08,1631
0.3475715242389821,0.7075963789521869,18.66127719107221,1,16,Q,27,512,74,2379,1,2025-10-08,1632
0.664911724487218,1.498647860398051,15.735147201838654,29,15,M,1,768,32,6105,1,2025-10-08,1633
0.7954499607897292,1.2870084600284333,18.270235661325316,5,7,M,34,256,53,3869,0,2025-10-08,1634
0.9271778194794527,1.4590622008141634,9.794720413814371,7,15,Q,32,1024,37,6068,0,2025-10-08,1635
0.23464208185545354,1.006998171542735,10.716639890124242,19,6,H,39,1024,87,2439,0,2025-10-08,1636
0.39931591580930814,1.8602998660097538,14.205682727813421,14,19,H,33,512,91,7906,0,2025-10-08,1637
0.15241601333041743,1.3810548028633653,14.354389209458963,24,19,M,31,256,62,7857,0,2025-10-08,1638
0.9924835021583752,0.6281037264363107,12.225497570185114,14,9,H,13,512,84,5429,0,2025-10-08,1639
0.9270009679242953,1.174705986056643,11.009867726569299,15,6,H,2,256,60,471,0,2025-10-08,1640
0.5399571302805596,1.6345340821154515,19.792704674130427,5,17,L,30,768,57,8059,1,2025-10-08,1641
0.8420332943764213,1.6912018425984086,17.316854391765865,5,18,L,10,768,57,3765,0,2025-10-08,1642
0.5209579772720422,1.241895579145638,11.524702968320678,29,9,H,23,256,32,7826,0,2025-10-08,1643
0.6235856880027597,1.8421213562469516,15.909387158593526,21,9,H,33,768,41,7912,1,2025-10-08,1644
0.08912443211601662,0.9015026557914463,9.043425398786892,24,8,L,39,1024,48,8845,0,2025-10-08,1645
0.7552704204968079,1.1158980458574,6.502539893559948,2,15,L,29,256,28,461,0,2025-10-08,1646
0.12771348363523483,1.8478953658534552,10.286465383291109,18,11,L,30,256,87,1173,0,2025-10-08,1647
0.8260676302525284,1.8443850747073682,11.044592001850912,28,14,M,34,512,36,1667,0,2025-10-08,1648
0.7820280876703859,1.5285691532370214,5.248056868410062,24,10,M,39,256,56,3321,0,2025-10-08,1649
0.7087446977429764,1.7884708206833302,17.221880024538443,9,6,L,17,512,83,8831,0,2025-10-08,1650
0.036160380524762115,0.633159900434349,10.387901035837722,27,19,L,22,256,86,4369,0,2025-10-08,1651
0.3031283559453286,1.7974924643116645,13.706272486702206,28,8,L,5,1024,23,8673,0,2025-10-08,1652
0.26311256991084286,0.9809298598253402,6.109447809064339,10,17,M,11,1024,59,8273,0,2025-10-08,1653
0.3601364074715191,0.7674972686423245,7.62495243125876,26,18,M,22,1024,35,4126,0,2025-10-08,1654
0.08764274676383854,0.8590547545130696,18.3454058799134,18,15,H,32,512,30,2793,0,2025-10-08,1655
0.9369578230310628,1.1269527620208306,14.130312918242012,4,11,Q,24,512,45,9299,0,2025-10-08,1656
0.5538022407123763,0.8767880069067009,19.254260752557283,8,13,H,11,768,91,6185,1,2025-10-08,1657
0.30552431065802355,0.9808513790247486,19.981250515869753,18,13,Q,11,512,84,3785,0,2025-10-08,1658
0.3969815170742834,0.7024677291074631,10.577901729996416,20,16,Q,17,512,21,250,1,2025-10-08,1659
0.44720254050483565,0.9442651483384978,9.482045961249119,26,7,Q,32,1024,64,1620,1,2025-10-08,1660
0.6005943333606173,1.3584257218130018,17.875340827386452,29,5,H,19,256,62,9910,1,2025-10-08,1661
0.5156794276964978,1.1627805621365959,19.979171405561814,29,13,M,27,512,22,8457,0,2025-10-08,1662
0.9193919732144173,1.0200781418538667,14.44461851348686,17,12,M,32,768,53,21,0,2025-10-08,1663
0.49696348290583026,1.619678193285671,16.927110837672835,16,11,M,25,256,99,2123,1,2025-10-08,1664
0.9921580148233127,1.840264957089977,16.72618788222912,18,10,M,28,512,84,1510,0,2025-10-08,1665
0.8514249577450957,1.6351838343535956,10.330095623293204,7,18,H,40,256,83,3852,1,2025-10-08,1666
0.2085105143573358,0.9980010531765188,13.614055703856309,1,19,L,27,256,26,4775,0,2025-10-08,1667
0.9305952146439163,1.6166632517563304,17.4958541189632,28,14,Q,14,256,54,7008,0,2025-10-08,1668
0.11636639788547609,0.7279702737110768,15.321708143915831,1,11,M,39,256,41,3422,0,2025-10-08,1669
0.8174497084911916,0.6954769821369364,5.3174572097305735,18,15,M,2,256,67,8431,0,2025-10-08,1670
0.3806232934765801,1.0184405555542384,10.050585033463003,4,13,H,17,512,51,8242,0,2025-10-08,1671
0.8779743204450695,1.7115535535660855,7.16713544891908,23,10,Q,1,256,45,3007,0,2025-10-08,1672
0.8680566901074503,0.8695223708634527,8.494583181170587,20,19,M,32,256,25,8667,0,2025-10-08,1673
0.8059254001176211,0.5948801133480194,18.582342162369883,21,18,L,19,768,65,156,0,2025-10-08,1674
0.7900304363070614,0.6975643028095326,5.553399333661522,20,18,M,14,768,74,6342,0,2025-10-08,1675
0.3046791390980408,1.7881174527943702,8.297010679428857,4,14,Q,31,256,94,7598,0,2025-10-08,1676
0.08091928305125218,1.4506749271209314,9.643540283573472,25,7,L,18,512,74,4761,0,2025-10-08,1677
0.40298017876516146,0.879801745054965,14.253261079495923,6,17,H,14,768,76,2019,0,2025-10-08,1678
0.17352451498650867,1.332943737992272,13.011525351287982,28,18,L,14,768,82,5237,0,2025-10-08,1679
0.6949510889024617,1.2913694336380255,8.274042242800792,3,7,Q,24,256,20,9878,1,2025-10-08,1680
0.34609972653778553,1.483153967660992,7.463616008347317,6,8,Q,5,512,40,7923,1,2025-10-08,1681
0.9756102008599149,0.8497813316324245,8.551970518941783,13,14,L,16,1024,39,4170,0,2025-10-08,1682
0.640972077345332,1.7966044807915966,12.537944400524832,23,17,M,5,512,92,5047,0,2025-10-08,1683
0.822480563634361,0.9640528431200193,9.067666785668052,7,18,Q,13,768,48,2414,0,2025-10-08,1684
0.13252467274184843,1.5411974809643554,19.21403752411583,24,19,L,16,768,62,2155,1,2025-10-08,1685
0.8620144822726226,0.5241869695583223,11.957978321432712,29,18,Q,15,768,64,3757,0,2025-10-08,1686
0.9227571905133943,1.0589856948412208,5.881940248169556,4,14,M,31,768,84,92,0,2025-10-08,1687
0.4870619188189359,1.0275647269382124,15.938996087549501,1,12,M,5,768,22,6243,0,2025-10-08,1688
0.6062529377509774,1.3152266428745216,9.932679323134845,6,14,L,21,256,39,8862,1,2025-10-08,1689
0.7648098009029954,0.6091043926657947,14.802333980873714,24,13,H,30,256,56,2143,0,2025-10-08,1690
0.17483862726041255,1.6851970605891624,9.19391555784848,5,18,H,23,256,57,8423,1,2025-10-08,1691
0.5025660764634424,0.8266712026513527,13.561156125999798,13,12,M,38,768,93,5971,1,2025-10-08,1692
0.3986630277723131,1.5155567223230153,16.58228757211197,19,15,H,29,256,64,1602,0,2025-10-08,1693
0.1463739921622491,1.7048181848661397,18.92013112661831,4,14,M,13,768,61,2951,0,2025-10-08,1694
0.36753442229153144,1.3428154343622696,8.916907166496156,24,6,H,32,512,65,9964,0,2025-10-08,1695
0.06817230938549357,1.6113248100829782,10.022854264984717,6,8,M,27,1024,79,1310,0,2025-10-08,1696
0.025811906949486985,1.4927904683225082,11.963996304289095,13,8,Q,34,512,32,7967,0,2025-10-08,1697
0.13516628915482276,1.0332946957280114,18.907622566039834,29,16,L,33,1024,50,6246,0,2025-10-08,1698
0.9631151115891738,1.713287808550348,18.520802852159857,5,6,L,4,256,87,158,0,2025-10-08,1699
0.549529535895017,0.942052054828292,6.34817420150957,13,17,H,18,1024,81,3778,1,2025-10-08,1700
0.96582216115322,1.3568193766272758,6.978947386307163,25,12,L,6,512,68,1586,0,2025-10-08,1701
0.432497878330132,1.6180966087123092,12.432637659959575,10,7,H,28,512,37,377,1,2025-10-08,1702
0.3118161330852596,1.0684338647187615,6.599289092081353,3,6,M,27,1024,94,3295,0,2025-10-08,1703
0.5061418628402441,0.9541514114261376,10.183713100230463,23,11,Q,26,512,72,8905,1,2025-10-08,1704
0.4395116886329101,1.1890190152592341,7.2257806732621646,25,19,L,20,256,37,8929,0,2025-10-08,1705
0.10566468426174391,1.7269452415237305,14.540605326978287,27,5,Q,13,512,70,2500,0,2025-10-08,1706
0.6408263146902062,1.8948826447184972,19.242431476087425,13,19,L,28,1024,60,1863,0,2025-10-08,1707
0.2160381825095996,1.3176251192898352,19.95100655441572,27,10,M,34,256,86,7888,0,2025-10-08,1708
0.6195879548978296,1.4921993079854778,10.628616987453722,12,17,L,23,1024,84,491,0,2025-10-08,1709
0.6502010923981534,1.8549104333583712,13.985189556719185,4,17,L,10,768,25,8113,1,2025-10-08,1710
0.1520248531286481,0.6478202771194136,17.844014802861217,10,7,M,30,768,93,7501,1,2025-10-08,1711
0.06134962711066816,0.8481178667992475,6.76193109194576,26,17,H,22,256,56,9721,0,2025-10-08,1712
0.7807615860684398,1.5633500093773738,15.343466165779475,3,7,H,5,256,31,7410,1,2025-10-08,1713
0.4598004237693202,1.7356166928684496,11.132654925876023,17,19,M,9,512,21,7731,0,2025-10-08,1714
0.05816379550547579,1.785543542495867,8.09219240420246,9,9,H,4,1024,72,945,0,2025-10-08,1715
0.9948663171697671,1.122660765282399,11.04130428121163,29,18,L,1,768,44,8893,0,2025-10-08,1716
0.05778056099636664,0.6340098534378003,6.139404304473753,1,7,Q,34,512,47,2484,1,2025-10-08,1717
0.6950352288585532,1.1566722159494298,15.431107228839586,18,16,M,26,768,64,2755,0,2025-10-08,1718
0.9836789252634136,0.8461018853105806,8.791140031226796,9,8,L,18,512,56,7628,0,2025-10-08,1719
0.23918010421592562,0.9367946824949362,9.671084675673171,21,17,M,16,512,36,7817,0,2025-10-08,1720
0.14224936868719618,1.6584013352562588,6.816219473621941,20,17,Q,23,768,88,3033,0,2025-10-08,1721
0.1213849394224289,0.6132906290388302,17.969886708348376,25,19,L,36,512,75,389,0,2025-10-08,1722
0.30327514756759555,1.7413718262210531,12.401664189241078,9,7,L,26,768,77,7834,0,2025-10-08,1723
0.10104581101064669,1.1415036287362537,13.582203166796004,2,11,Q,2,256,23,9435,1,2025-10-08,1724
0.6921613416941319,1.3940958966508927,13.54149024642282,19,7,Q,5,1024,74,3347,1,2025-10-08,1725
0.06229179813006269,0.6344783468535184,11.157396718120125,28,18,H,29,512,68,11,0,2025-10-08,1726
0.5094221281497897,1.0060386175359195,7.8879487315720915,16,14,L,4,768,57,9708,0,2025-10-08,1727
0.9966968538529768,0.6345513785222687,16.176991227476,3,8,Q,35,768,64,1620,0,2025-10-08,1728
0.8139702695060188,1.9423155843216644,6.905843980365115,16,6,Q,22,1024,49,9949,0,2025-10-08,1729
0.6152194382310109,1.7108924739893756,6.558106854182157,21,6,L,8,1024,56,8240,0,2025-10-08,1730
0.30625362078661167,1.1894491315346905,15.652175563947551,13,13,H,21,1024,75,9907,0,2025-10-08,1731
0.6238958362916385,0.8354038224855067,8.132555306779757,3,15,M,8,512,46,6153,1,2025-10-08,1732
0.5270414639116516,1.9001826578747782,9.601591270292484,10,5,H,5,768,51,8178,0,2025-10-08,1733
0.4260833838903715,1.0168948935904576,12.128412005026103,22,5,Q,21,512,30,8452,1,2025-10-08,1734
0.13071037674019947,0.7414766475310621,11.740269750943193,18,14,M,27,512,77,8511,0,2025-10-08,1735
0.8866042152404667,1.3447465826809324,15.628686875974989,6,5,M,38,256,96,1927,0,2025-10-08,1736
0.4497846488213225,1.9156611805172241,14.351476901650415,6,18,H,5,1024,54,6813,1,2025-10-08,1737
0.19462251182076507,0.5057454357504838,14.665942434227986,18,7,M,21,256,36,2832,0,2025-10-08,1738
0.3677593508772896,0.8571872648809982,15.71081495983186,6,6,Q,8,256,49,6978,0,2025-10-08,1739
0.41412975252892703,1.9076714606156115,9.38919091135198,6,7,L,22,512,37,4116,0,2025-10-08,1740
0.8275378955668743,0.7566289502857431,9.834999677007104,22,18,L,18,512,49,15,0,2025-10-08,1741
0.733614380561402,0.6698651774597297,11.569966218433311,28,9,L,4,768,35,3866,0,2025-10-08,1742
0.7693048936413398,1.3552808236997067,9.611932595502891,13,13,H,4,256,94,2345,0,2025-10-08,1743
0.011031264428647214,1.7927657349422448,19.77406803456295,14,6,L,37,1024,73,9132,0,2025-10-08,1744
0.4161539981797615,1.215664726540889,17.210778896321443,21,16,L,15,256,23,8450,0,2025-10-08,1745
0.4813441516353236,1.9918463850267871,7.469820323840444,7,15,L,38,768,34,1063,0,2025-10-08,1746
0.019192276823056686,1.5187575493069891,5.083912338228043,13,19,M,27,256,95,275,0,2025-10-08,1747
0.2598132087450342,0.6111123608156717,5.641749023709018,15,18,M,21,256,46,2566,0,2025-10-08,1748
0.760289823122135,1.989248197522963,8.66095176564388,12,5,M,4,256,23,4922,0,2025-10-08,1749
0.13710970572899905,1.1118413551702857,6.714369287552849,21,15,Q,11,768,54,1930,0,2025-10-08,1750
0.5353101314525917,0.9311038007682237,13.000071723388581,27,10,Q,19,256,82,3582,1,2025-10-08,1751
0.2152018720172375,1.3368187753668284,17.869928340910377,1,7,Q,19,512,85,1331,0,2025-10-08,1752
0.012120774643893273,0.9564613877312964,16.05125331369841,28,17,L,27,256,58,8066,1,2025-10-08,1753
0.24120145759954148,0.6296862606802285,8.234135946232856,25,11,M,40,512,47,9748,0,2025-10-08,1754
0.9758737549100538,0.502142514618765,10.989488840386787,3,10,Q,28,256,53,479,1,2025-10-08,1755
0.8015371118829896,1.1743750293803934,12.618413142969164,18,15,H,5,512,52,4509,0,2025-10-08,1756
0.9595766443210334,1.7552951333398883,17.153087742550035,26,11,M,25,256,69,3046,0,2025-10-08,1757
0.48785404392636245,1.358472778445115,17.586824046592472,22,17,L,3,1024,79,1488,0,2025-10-08,1758
0.1097361986775035,1.9988109484151613,18.64577467861664,8,17,M,26,512,91,8152,1,2025-10-08,1759
0.547959488973693,0.9302699684708,12.638678757543127,2,9,L,10,1024,91,2092,0,2025-10-08,1760
0.4543773345599609,0.9206825971400829,15.414121196537945,4,5,Q,24,512,61,829,0,2025-10-08,1761
0.844357082739616,0.7396241903509163,6.677005568509058,18,18,L,29,256,47,7655,0,2025-10-08,1762
0.09808258078424459,0.7460953823980028,13.479334399309732,28,7,L,7,768,94,2700,1,2025-10-08,1763
0.4882411370217782,0.9277798940150717,8.730377142067027,28,7,H,23,256,46,8335,0,2025-10-08,1764
0.15004866469398426,1.6892600679102907,11.475753275399168,25,11,M,27,768,20,4930,0,2025-10-08,1765
0.32467592689006,1.8586351859546717,14.51075762460079,26,19,L,9,1024,27,2804,0,2025-10-08,1766
0.7373570773877997,1.962630754561522,8.854789067806717,13,18,H,3,768,65,7990,0,2025-10-08,1767
0.47601812936876653,0.8484344811446789,5.782775866951416,15,17,H,13,768,43,6336,1,2025-10-08,1768
0.37588828514576933,1.8219463184211375,5.153507846131363,2,7,H,6,768,59,8975,1,2025-10-08,1769
0.3944762785700353,0.9923826339160056,5.332393033167823,10,15,Q,38,768,70,6016,0,2025-10-08,1770
0.45944676840598664,0.6692608167753267,5.125246062706545,2,9,Q,21,1024,43,4273,0,2025-10-08,1771
0.7850165438370569,1.8050373882802484,6.655325848368133,29,8,L,19,768,41,6461,0,2025-10-08,1772
0.8920846889402344,1.4541584519654278,8.592330718551949,21,8,M,25,256,93,7558,0,2025-10-08,1773
0.9553346865039283,0.7470963441215925,8.318322712734489,12,17,Q,39,512,87,2198,0,2025-10-08,1774
0.7869033862552951,1.1447468862695038,19.80194891269845,5,11,Q,4,512,27,8802,0,2025-10-08,1775
0.31540689574801273,0.9308865423156014,9.59009157813415,12,5,L,22,256,77,8732,0,2025-10-08,1776
0.6881347060865421,1.6051918530652955,6.911311750390986,23,11,L,5,1024,34,7375,0,2025-10-08,1777
0.4376031240553919,1.1801243459364021,13.183438162516369,1,19,Q,1,256,27,7889,1,2025-10-08,1778
0.2546706220460512,1.9839199176595774,17.869361830962625,28,12,L,17,256,61,412,0,2025-10-08,1779
